"","name","MV","season"
"6635","Anthony KnockaertA. Knockaert","£1.80m  ","20142015"
"6636","Riyad MahrezR. Mahrez","£1.13m  ","20142015"
"6637","Gary Taylor-FletcherG. Taylor-Fletcher","£450k  ","20142015"
"6638","Tom LawrenceT. Lawrence"," ","20142015"
"6639","Andrej KramaricA. Kramaric","£2.25m  ","20142015"
"6640","David NugentD. Nugent","£2.07m  ","20142015"
"6641","Leonardo UlloaL. Ulloa","£1.80m  ","20142015"
"6642","Jamie VardyJ. Vardy","£1.35m  ","20142015"
"6643","Chris WoodC. Wood","£1.17m  ","20142015"
"6644","Tom HopperT. Hopper"," ","20142015"
"6645","Tom HeatonT. Heaton","£1.08m  ","20142015"
"6646","Matt GilksM. Gilks","£630k  ","20142015"
"6647","Alex CisakA. Cisak","£135k  ","20142015"
"6648","Jason ShackellJ. Shackell","£1.08m  ","20142015"
"6649","Ben MeeBen Mee","£1.08m  ","20142015"
"6650","Michael KeaneM. Keane","£450k  ","20142015"
"6651","Kevin LongK. Long","£360k  ","20142015"
"6652","Michael DuffM. Duff","£225k  ","20142015"
"6653","Stephen WardS. Ward","£1.80m  ","20142015"
"6654","Danny LaffertyD. Lafferty","£450k  ","20142015"
"6655","Kieran TrippierK. Trippier","£1.89m  ","20142015"
"6656","Steven ReidS. Reid","£900k  ","20142015"
"6657","Luke O'NeillL. O'Neill","£225k  ","20142015"
"6658","Cameron DummiganC. Dummigan"," ","20142015"
"6659","Nathaniel ChalobahN. Chalobah","£3.60m  ","20142015"
"6660","David JonesD. Jones","£1.35m  ","20142015"
"6661","Fredrik UlvestadF. Ulvestad","£1.17m  ","20142015"
"6662","Dean MarneyD. Marney","£1.08m  ","20142015"
"6663","Steven HewittS. Hewitt"," ","20142015"
"6664","Ross WallaceR. Wallace","£1.35m  ","20142015"
"6665","George BoydG. Boyd","£1.35m  ","20142015"
"6666","Matthew TaylorM. Taylor","£1.35m  ","20142015"
"6667","Scott ArfieldS. Arfield","£1.17m  ","20142015"
"6668","Michael KightlyM. Kightly","£2.43m  ","20142015"
"6669","Ashley BarnesA. Barnes","£1.08m  ","20142015"
"6670","Danny IngsD. Ings","£2.70m  ","20142015"
"6671","Sam VokesSam Vokes","£1.80m  ","20142015"
"6672","Marvin SordellM. Sordell","£1.62m  ","20142015"
"6673","Lukas JutkiewiczL. Jutkiewicz","£720k  ","20142015"
"6674","Jason GilchristJ. Gilchrist"," ","20142015"
"6675","Thibaut CourtoisT. Courtois","£27.00m  ","20152016"
"6676","Asmir BegovicA. Begovic","£11.70m  ","20152016"
"6677","Jamal BlackmanJ. Blackman","£225k  ","20152016"
"6678","Marco AmeliaM. Amelia","£135k  ","20152016"
"6679","Gary CahillG. Cahill","£18.00m  ","20152016"
"6680","Branislav IvanovicB. Ivanovic","£15.30m  ","20152016"
"6681","Kurt ZoumaK. Zouma","£9.00m  ","20152016"
"6682","Papy DjilobodjiP. Djilobodji","£5.85m  ","20152016"
"6683","John TerryJ. Terry","£4.50m  ","20152016"
"6684","Tomás KalasT. Kalas","£3.15m  ","20152016"
"6685","Nathan AkéN. Aké","£1.35m  ","20152016"
"6686","Michael HectorM. Hector","£675k  ","20152016"
"6687","Matt MiazgaM. Miazga","£135k  ","20152016"
"6688","Fikayo TomoriF. Tomori"," ","20152016"
"6689","Jake Clarke-SalterJ. Clarke-Salter"," ","20152016"
"6690","KenedyKenedy","£5.40m  ","20152016"
"6691","Abdul Rahman BabaA. Baba","£4.50m  ","20152016"
"6692","César AzpilicuetaC. Azpilicueta","£18.90m  ","20152016"
"6693","Ola AinaOla Aina"," ","20152016"
"6694","Nemanja MaticN. Matic","£30.60m  ","20152016"
"6695","John Mikel ObiJ. Obi","£11.70m  ","20152016"
"6696","Cesc FàbregasC. Fàbregas","£45.00m  ","20152016"
"6697","RamiresRamires","£22.50m  ","20152016"
"6698","Ruben Loftus-CheekR. Loftus-Cheek","£450k  ","20152016"
"6699","Charlie ColkettC. Colkett"," ","20152016"
"6700","OscarOscar","£36.00m  ","20152016"
"6701","Kasey PalmerK. Palmer"," ","20152016"
"6702","Eden HazardE. Hazard","£54.00m  ","20152016"
"6703","PedroPedro","£18.00m  ","20152016"
"6704","Lucas PiazónL. Piazón","£4.50m  ","20152016"
"6705","Juan CuadradoJ. Cuadrado","£28.80m  ","20152016"
"6706","WillianWillian","£27.00m  ","20152016"
"6707","Victor MosesV. Moses","£6.75m  ","20152016"
"6708","Bertrand TraoréB. Traoré","£2.25m  ","20152016"
"6709","Diego CostaD. Costa","£45.00m  ","20152016"
"6710","FalcaoFalcao","£40.50m  ","20152016"
"6711","Loïc RémyL. Rémy","£10.80m  ","20152016"
"6712","Alexandre PatoA. Pato","£9.90m  ","20152016"
"6713","Patrick BamfordP. Bamford","£2.25m  ","20152016"
"6714","Tammy AbrahamT. Abraham"," ","20152016"
"6715","Joe HartJoe Hart","£14.40m  ","20152016"
"6716","Willy CaballeroW. Caballero","£4.50m  ","20152016"
"6717","Richard WrightR. Wright","£225k  ","20152016"
"6718","Vincent KompanyV. Kompany","£29.70m  ","20152016"
"6719","Eliaquim MangalaE. Mangala","£27.00m  ","20152016"
"6720","Nicolás OtamendiN. Otamendi","£16.20m  ","20152016"
"6721","Martín DemichelisM. Demichelis","£1.80m  ","20152016"
"6722","Jason DenayerJ. Denayer","£450k  ","20152016"
"6723","Tosin AdarabioyoT. Adarabioyo"," ","20152016"
"6724","Cameron HumphreysC. Humphreys"," ","20152016"
"6725","Aleksandar KolarovA. Kolarov","£9.90m  ","20152016"
"6726","Gaël ClichyG. Clichy","£9.00m  ","20152016"
"6727","AngeliñoAngeliño"," ","20152016"
"6728","Pablo ZabaletaP. Zabaleta","£16.20m  ","20152016"
"6729","Bacary SagnaB. Sagna","£6.30m  ","20152016"
"6730","James HorsfieldJ. Horsfield"," ","20152016"
"6731","Pablo MaffeoP. Maffeo"," ","20152016"
"6732","FernandinhoFernandinho","£25.20m  ","20152016"
"6733","FernandoFernando","£14.40m  ","20152016"
"6734","Luke BrattanL. Brattan","£360k  ","20152016"
"6735","George EvansG. Evans"," ","20152016"
"6736","George GlendonG. Glendon"," ","20152016"
"6737","Aleix GarcíaA. García"," ","20152016"
"6738","Yaya TouréY. Touré","£25.20m  ","20152016"
"6739","Fabian DelphF. Delph","£7.20m  ","20152016"
"6740","Patrick RobertsP. Roberts","£2.25m  ","20152016"
"6741","David SilvaD. Silva","£34.20m  ","20152016"
"6742","Kevin De BruyneK. De Bruyne","£31.50m  ","20152016"
"6743","Samir NasriS. Nasri","£18.90m  ","20152016"
"6744","Bersant CelinaB. Celina"," ","20152016"
"6745","Brandon BarkerB. Barker"," ","20152016"
"6746","Manu GarcíaM. García"," ","20152016"
"6747","Raheem SterlingR. Sterling","£27.00m  ","20152016"
"6748","Jesús NavasJ. Navas","£18.00m  ","20152016"
"6749","Sergio AgüeroS. Agüero","£45.00m  ","20152016"
"6750","Wilfried BonyW. Bony","£22.50m  ","20152016"
"6751","Kelechi IheanachoK. Iheanacho","£90k  ","20152016"
"6752","David FaupalaD. Faupala"," ","20152016"
"6753","Petr CechPetr Cech","£10.80m  ","20152016"
"6754","David OspinaD. Ospina","£6.30m  ","20152016"
"6755","Emiliano MartínezE. Martínez","£900k  ","20152016"
"6756","Matt MaceyM. Macey"," ","20152016"
"6757","Per MertesackerP. Mertesacker","£17.10m  ","20152016"
"6758","Laurent KoscielnyL. Koscielny","£17.10m  ","20152016"
"6759","Gabriel PaulistaGabriel Paulista","£10.80m  ","20152016"
"6760","Krystian BielikK. Bielik","£1.35m  ","20152016"
"6761","Kieran GibbsK. Gibbs","£12.60m  ","20152016"
"6762","Nacho MonrealN. Monreal","£9.00m  ","20152016"
"6763","Mathieu DebuchyM. Debuchy","£11.70m  ","20152016"
"6764","Calum ChambersC. Chambers","£10.80m  ","20152016"
"6765","Carl JenkinsonC. Jenkinson","£6.30m  ","20152016"
"6766","Héctor BellerínH. Bellerín","£1.35m  ","20152016"
"6767","Mathieu FlaminiM. Flamini","£5.40m  ","20152016"
"6768","Francis CoquelinF. Coquelin","£4.05m  ","20152016"
"6769","Mohamed ElnenyM. Elneny","£3.38m  ","20152016"
"6770","Glen KamaraG. Kamara"," ","20152016"
"6771","Ben SheafBen Sheaf"," ","20152016"
"6772","Isaac HaydenI. Hayden"," ","20152016"
"6773","Santi CazorlaS. Cazorla","£23.40m  ","20152016"
"6774","Jack WilshereJ. Wilshere","£22.50m  ","20152016"
"6775","Aaron RamseyA. Ramsey","£22.50m  ","20152016"
"6776","Mikel ArtetaM. Arteta","£3.60m  ","20152016"
"6777","Ismaël BennacerI. Bennacer","£90k  ","20152016"
"6778","Jeff Reine-AdelaideJ. Reine-Adelaide"," ","20152016"
"6779","Alex Oxlade-ChamberlainA. Oxlade-Chamberlain","£16.20m  ","20152016"
"6780","Mesut ÖzilM. Özil","£36.00m  ","20152016"
"6781","Tomás RosickyT. Rosicky","£1.80m  ","20152016"
"6782","Jon ToralJon Toral","£225k  ","20152016"
"6783","Alexis SánchezA. Sánchez","£40.50m  ","20152016"
"6784","Chris WillockC. Willock"," ","20152016"
"6785","Alex IwobiA. Iwobi"," ","20152016"
"6786","Theo WalcottT. Walcott","£25.20m  ","20152016"
"6787","Joel CampbellJ. Campbell","£5.40m  ","20152016"
"6788","Wellington SilvaW. Silva","£1.35m  ","20152016"
"6789","Serge GnabryS. Gnabry","£3.60m  ","20152016"
"6790","Olivier GiroudO. Giroud","£18.00m  ","20152016"
"6791","Danny WelbeckD. Welbeck","£16.20m  ","20152016"
"6792","Yaya SanogoY. Sanogo","£1.35m  ","20152016"
"6793","Chuba AkpomC. Akpom","£900k  ","20152016"
"6794","David de GeaD. de Gea","£22.50m  ","20152016"
"6795","Sergio RomeroS. Romero","£4.95m  ","20152016"
"6796","Víctor ValdésV. Valdés","£4.50m  ","20152016"
"6797","Sam JohnstoneS. Johnstone","£225k  ","20152016"
"6798","Joel PereiraJ. Pereira"," ","20152016"
"6799","Dean HendersonD. Henderson"," ","20152016"
"6800","Marcos RojoM. Rojo","£14.40m  ","20152016"
"6801","Phil JonesP. Jones","£12.60m  ","20152016"
"6802","Chris SmallingC. Smalling","£9.90m  ","20152016"
"6803","Paddy McNairP. McNair","£1.35m  ","20152016"
"6804","Ro-Shaun WilliamsR. Williams"," ","20152016"
"6805","Regan PooleR. Poole"," ","20152016"
"6806","Axel TuanzebeA. Tuanzebe"," ","20152016"
"6807","Luke ShawLuke Shaw","£18.90m  ","20152016"
"6808","Daley BlindD. Blind","£13.50m  ","20152016"
"6809","Tyler BlackettT. Blackett","£900k  ","20152016"
"6810","Joe RileyJoe Riley"," ","20152016"
"6811","Cameron Borthwick-JacksonC. Borthwick-Jackson"," ","20152016"
"6812","Antonio ValenciaA. Valencia","£9.00m  ","20152016"
"6813","Matteo DarmianM. Darmian","£7.20m  ","20152016"
"6814","Guillermo VarelaG. Varela","- ","20152016"
"6815","Donald LoveD. Love"," ","20152016"
"6816","Timothy Fosu-MensahT. Fosu-Mensah"," ","20152016"
"6817","Morgan SchneiderlinM. Schneiderlin","£22.50m  ","20152016"
"6818","Michael CarrickM. Carrick","£4.50m  ","20152016"
"6819","Bastian SchweinsteigerB. Schweinsteiger","£25.20m  ","20152016"
"6820","Ander HerreraA. Herrera","£22.50m  ","20152016"
"6821","Marouane FellainiM. Fellaini","£14.40m  ","20152016"
"6822","Joe RothwellJ. Rothwell","£90k  ","20152016"
"6823","Sean GossSean Goss"," ","20152016"
"6824","Ashley YoungA. Young","£8.10m  ","20152016"
"6825","James WeirJ. Weir"," ","20152016"
"6826","Juan MataJuan Mata","£30.60m  ","20152016"
"6827","Nick PowellN. Powell","£2.25m  ","20152016"
"6828","Memphis DepayM. Depay","£18.00m  ","20152016"
"6829","Anthony MartialA. Martial","£7.20m  ","20152016"
"6830","Jesse LingardJ. Lingard","£900k  ","20152016"
"6831","Andreas PereiraA. Pereira","£450k  ","20152016"
"6832","Adnan JanuzajA. Januzaj","£9.00m  ","20152016"
"6833","Wayne RooneyW. Rooney","£40.50m  ","20152016"
"6834","ChicharitoChicharito","£9.00m  ","20152016"
"6835","James WilsonJ. Wilson","£1.35m  ","20152016"
"6836","Will KeaneW. Keane","£270k  ","20152016"
"6837","Marcus RashfordM. Rashford"," ","20152016"
"6838","Simon MignoletS. Mignolet","£10.80m  ","20152016"
"6839","Ádám BogdánÁ. Bogdán","£1.80m  ","20152016"
"6840","Danny WardD. Ward","£225k  ","20152016"
"6841","Lawrence VigourouxL. Vigouroux"," ","20152016"
"6842","Ryan FultonR. Fulton"," ","20152016"
"6843","Mamadou SakhoM. Sakho","£16.20m  ","20152016"
"6844","Dejan LovrenD. Lovren","£13.50m  ","20152016"
"6845","Martin SkrtelM. Skrtel","£11.70m  ","20152016"
"6846","Steven CaulkerS. Caulker","£6.75m  ","20152016"
"6847","Tiago IloriT. Ilori","£3.60m  ","20152016"
"6848","Kolo TouréK. Touré","£2.25m  ","20152016"
"6849","Joe GomezJoe Gomez","£450k  ","20152016"
"6850","Dan ClearyD. Cleary"," ","20152016"
"6851","Conor MastersonC. Masterson"," ","20152016"
"6852","Alberto MorenoA. Moreno","£13.50m  ","20152016"
"6853","José EnriqueJosé Enrique","£4.50m  ","20152016"
"6854","Brad SmithB. Smith","£90k  ","20152016"
"6855","Joe MaguireJ. Maguire"," ","20152016"
"6856","Nathaniel ClyneN. Clyne","£10.80m  ","20152016"
"6857","Jon FlanaganJ. Flanagan","£7.20m  ","20152016"
"6858","Andre WisdomA. Wisdom","£5.40m  ","20152016"
"6859","Lucas LeivaL. Leiva","£10.80m  ","20152016"
"6860","Emre CanEmre Can","£10.80m  ","20152016"
"6861","Kevin StewartK. Stewart","£45k  ","20152016"
"6862","Jordan HendersonJ. Henderson","£20.70m  ","20152016"
"6863","James MilnerJ. Milner","£12.60m  ","20152016"
"6864","Joe AllenJoe Allen","£9.00m  ","20152016"
"6865","Pedro ChirivellaP. Chirivella"," ","20152016"
"6866","Jordan RossiterJ. Rossiter"," ","20152016"
"6867","Connor RandallC. Randall"," ","20152016"
"6868","Philippe CoutinhoP. Coutinho","£22.50m  ","20152016"
"6869","Adam LallanaA. Lallana","£19.80m  ","20152016"
"6870","Cameron BrannaganC. Brannagan"," ","20152016"
"6871","João TeixeiraJ. Teixeira","£450k  ","20152016"
"6872","Sheyi OjoSheyi Ojo","£450k  ","20152016"
"6873","Ryan KentRyan Kent"," ","20152016"
"6874","Jordon IbeJ. Ibe","£1.80m  ","20152016"
"6875","Sergi CanósS. Canós"," ","20152016"
"6876","Roberto FirminoRoberto Firmino","£22.50m  ","20152016"
"6877","Daniel SturridgeD. Sturridge","£22.50m  ","20152016"
"6878","Christian BentekeC. Benteke","£12.60m  ","20152016"
"6879","Danny IngsD. Ings","£9.00m  ","20152016"
"6880","Divock OrigiD. Origi","£8.10m  ","20152016"
"6881","Jerome SinclairJ. Sinclair","£90k  ","20152016"
"6882","Hugo LlorisH. Lloris","£18.00m  ","20152016"
"6883","Michel VormM. Vorm","£4.50m  ","20152016"
"6884","Luke McGeeL. McGee"," ","20152016"
"6885","Jan VertonghenJ. Vertonghen","£17.10m  ","20152016"
"6886","Toby AlderweireldT. Alderweireld","£9.90m  ","20152016"
"6887","Federico FazioF. Fazio","£7.20m  ","20152016"
"6888","Kevin WimmerK. Wimmer","£5.40m  ","20152016"
"6889","Cameron Carter-VickersC. Carter-Vickers"," ","20152016"
"6890","Danny RoseD. Rose","£8.10m  ","20152016"
"6891","Ben DaviesB. Davies","£8.10m  ","20152016"
"6892","Kyle WalkerK. Walker","£15.30m  ","20152016"
"6893","Kieran TrippierK. Trippier","£3.15m  ","20152016"
"6894","DeAndre YedlinD. Yedlin","£1.35m  ","20152016"
"6895","Kyle Walker-PetersK. Walker-Peters"," ","20152016"
"6896","Eric DierEric Dier","£6.30m  ","20152016"
"6897","Mousa DembéléM. Dembélé","£13.50m  ","20152016"
"6898","Nabil BentalebN. Bentaleb","£5.40m  ","20152016"
"6899","Ryan MasonR. Mason","£4.05m  ","20152016"
"6900","Tom CarrollT. Carroll","£2.70m  ","20152016"
"6901","Harry WinksH. Winks"," ","20152016"
"6902","Grant WardG. Ward","£225k  ","20152016"
"6903","Christian EriksenC. Eriksen","£24.30m  ","20152016"
"6904","Dele AlliDele Alli","£4.50m  ","20152016"
"6905","Alex PritchardA. Pritchard","£900k  ","20152016"
"6906","Josh OnomahJ. Onomah"," ","20152016"
"6907","Heung-Min SonH. Son","£14.40m  ","20152016"
"6908","Nacer ChadliN. Chadli","£9.00m  ","20152016"
"6909","Érik LamelaÉ. Lamela","£19.80m  ","20152016"
"6910","Andros TownsendA. Townsend","£7.20m  ","20152016"
"6911","Harry KaneH. Kane","£13.50m  ","20152016"
"6912","Clinton N'JieC. N'Jie","£4.50m  ","20152016"
"6913","Joel RoblesJ. Robles","£2.70m  ","20152016"
"6914","Tim HowardT. Howard","£1.80m  ","20152016"
"6915","Jindrich StanekJ. Stanek","£90k  ","20152016"
"6916","John StonesJ. Stones","£9.00m  ","20152016"
"6917","Phil JagielkaP. Jagielka","£4.05m  ","20152016"
"6918","Ramiro Funes MoriR. Funes Mori","£3.60m  ","20152016"
"6919","Mason HolgateM. Holgate","£68k  ","20152016"
"6920","Matthew PenningtonM. Pennington"," ","20152016"
"6921","Callum ConnollyC. Connolly"," ","20152016"
"6922","Tyias BrowningT. Browning"," ","20152016"
"6923","Leighton BainesL. Baines","£16.20m  ","20152016"
"6924","Bryan OviedoB. Oviedo","£3.15m  ","20152016"
"6925","Luke GarbuttL. Garbutt","£225k  ","20152016"
"6926","Brendan GallowayB. Galloway","£225k  ","20152016"
"6927","Seamus ColemanS. Coleman","£16.20m  ","20152016"
"6928","Tony HibbertT. Hibbert","£450k  ","20152016"
"6929","Felipe MattioniF. Mattioni","£450k  ","20152016"
"6930","Jonjoe KennyJ. Kenny"," ","20152016"
"6931","Muhamed BesicM. Besic","£4.50m  ","20152016"
"6932","Gareth BarryG. Barry","£2.70m  ","20152016"
"6933","James McCarthyJ. McCarthy","£15.30m  ","20152016"
"6934","Tom CleverleyT. Cleverley","£8.10m  ","20152016"
"6935","Darron GibsonD. Gibson","£2.70m  ","20152016"
"6936","Leon OsmanL. Osman","£900k  ","20152016"
"6937","Conor GrantC. Grant"," ","20152016"
"6938","Tom DaviesT. Davies"," ","20152016"
"6939","Ross BarkleyR. Barkley","£14.40m  ","20152016"
"6940","Kieran DowellK. Dowell"," ","20152016"
"6941","Steven PienaarS. Pienaar","£2.25m  ","20152016"
"6942","Kevin MirallasK. Mirallas","£13.50m  ","20152016"
"6943","Gerard DeulofeuG. Deulofeu","£10.80m  ","20152016"
"6944","Aaron LennonA. Lennon","£8.10m  ","20152016"
"6945","Steven NaismithS. Naismith","£4.50m  ","20152016"
"6946","Aiden McGeadyA. McGeady","£4.05m  ","20152016"
"6947","Romelu LukakuR. Lukaku","£27.00m  ","20152016"
"6948","Oumar NiasseO. Niasse","£4.50m  ","20152016"
"6949","Arouna KonéA. Koné","£1.35m  ","20152016"
"6950","Leandro RodríguezL. Rodríguez","£720k  ","20152016"
"6951","Conor McAlenyC. McAleny","£135k  ","20152016"
"6952","Tim KrulTim Krul","£8.10m  ","20152016"
"6953","Karl DarlowK. Darlow","£2.70m  ","20152016"
"6954","Rob ElliotR. Elliot","£900k  ","20152016"
"6955","Freddie WoodmanF. Woodman","£225k  ","20152016"
"6956","Chancel MbembaC. Mbemba","£7.20m  ","20152016"
"6957","Jamaal LascellesJ. Lascelles","£2.70m  ","20152016"
"6958","Steven TaylorS. Taylor","£2.70m  ","20152016"
"6959","Mike WilliamsonM. Williamson","£2.25m  ","20152016"
"6960","Fabricio ColocciniF. Coloccini","£2.25m  ","20152016"
"6961","Curtis GoodC. Good","£450k  ","20152016"
"6962","Callum WilliamsC. Williams"," ","20152016"
"6963","Paul DummettP. Dummett","£2.25m  ","20152016"
"6964","Massadio HaidaraM. Haidara","£1.80m  ","20152016"
"6965","Liam GibsonL. Gibson"," ","20152016"
"6966","Daryl JanmaatD. Janmaat","£5.85m  ","20152016"
"6967","Kevin MbabuK. Mbabu","- ","20152016"
"6968","Jamie SterryJ. Sterry"," ","20152016"
"6969","Cheik Tioté †C. Tioté †","£7.20m  ","20152016"
"6970","Jack ColbackJ. Colback","£5.40m  ","20152016"
"6971","Vurnon AnitaV. Anita","£3.60m  ","20152016"
"6972","Moussa SissokoM. Sissoko","£13.50m  ","20152016"
"6973","Georginio WijnaldumG. Wijnaldum","£10.80m  ","20152016"
"6974","Jonjo ShelveyJ. Shelvey","£9.90m  ","20152016"
"6975","Gaël BigirimanaG. Bigirimana","£1.80m  ","20152016"
"6976","Daniel BarlaserD. Barlaser"," ","20152016"
"6977","Siem de JongS. de Jong","£8.10m  ","20152016"
"6978","Henri SaivetH. Saivet","£2.25m  ","20152016"
"6979","Sylvain MarveauxS. Marveaux","£1.80m  ","20152016"
"6980","Haris VuckicH. Vuckic","£900k  ","20152016"
"6981","Yoan GouffranY. Gouffran","£6.30m  ","20152016"
"6982","Rolando AaronsR. Aarons","£450k  ","20152016"
"6983","Florian ThauvinF. Thauvin","£10.80m  ","20152016"
"6984","Andros TownsendA. Townsend","£7.20m  ","20152016"
"6985","Gabriel ObertanG. Obertan","£900k  ","20152016"
"6986","Ayoze PérezA. Pérez","£4.95m  ","20152016"
"6987","Seydou DoumbiaS. Doumbia","£18.00m  ","20152016"
"6988","Aleksandar MitrovicA. Mitrovic","£9.90m  ","20152016"
"6989","Papiss Demba CisséP. Cissé","£7.20m  ","20152016"
"6990","Emmanuel RivièreE. Rivière","£5.40m  ","20152016"
"6991","Sammy AmeobiS. Ameobi","£4.50m  ","20152016"
"6992","Adam ArmstrongA. Armstrong","£225k  ","20152016"
"6993","Ivan ToneyI. Toney","£135k  ","20152016"
"6994","Fraser ForsterF. Forster","£10.80m  ","20152016"
"6995","Paulo GazzanigaP. Gazzaniga","£1.35m  ","20152016"
"6996","Maarten StekelenburgM. Stekelenburg","£900k  ","20152016"
"6997","Kelvin DavisK. Davis","£225k  ","20152016"
"6998","Steven CaulkerS. Caulker","£6.75m  ","20152016"
"6999","Florin GardosF. Gardos","£5.40m  ","20152016"
"7000","Maya YoshidaM. Yoshida","£4.50m  ","20152016"
"7001","Virgil van DijkV. van Dijk","£4.50m  ","20152016"
"7002","José FonteJ. Fonte","£4.05m  ","20152016"
"7003","Jack StephensJ. Stephens","£225k  ","20152016"
"7004","Jordan TurnbullJ. Turnbull","£225k  ","20152016"
"7005","Jason McCarthyJ. McCarthy"," ","20152016"
"7006","Ryan BertrandR. Bertrand","£9.00m  ","20152016"
"7007","Matt TargettM. Targett","£675k  ","20152016"
"7008","Cédric SoaresC. Soares","£7.65m  ","20152016"
"7009","Cuco MartinaC. Martina","£900k  ","20152016"
"7010","Victor WanyamaV. Wanyama","£13.50m  ","20152016"
"7011","Jordy ClasieJ. Clasie","£7.20m  ","20152016"
"7012","Oriol RomeuO. Romeu","£3.15m  ","20152016"
"7013","James Ward-ProwseJ. Ward-Prowse","£7.20m  ","20152016"
"7014","Steven DavisS. Davis","£4.95m  ","20152016"
"7015","Harrison ReedH. Reed","£675k  ","20152016"
"7016","Sam McQueenS. McQueen"," ","20152016"
"7017","Gastón RamírezG. Ramírez","£5.40m  ","20152016"
"7018","Dusan TadicD. Tadic","£13.50m  ","20152016"
"7019","Sadio ManéS. Mané","£12.60m  ","20152016"
"7020","Lloyd IsgroveL. Isgrove","£225k  ","20152016"
"7021","JuanmiJuanmi","£5.40m  ","20152016"
"7022","Jay RodríguezJ. Rodríguez","£11.25m  ","20152016"
"7023","Graziano PellèG. Pellè","£9.90m  ","20152016"
"7024","Shane LongS. Long","£8.10m  ","20152016"
"7025","Charlie AustinC. Austin","£8.10m  ","20152016"
"7026","Sam GallagherS. Gallagher","£450k  ","20152016"
"7027","Ryan SeagerR. Seager"," ","20152016"
"7028","Olufela OlomolaO. Olomola"," ","20152016"
"7029","AdriánAdrián","£4.50m  ","20152016"
"7030","Darren RandolphD. Randolph","£630k  ","20152016"
"7031","Raphael SpiegelR. Spiegel","£450k  ","20152016"
"7032","Sam HowesSam Howes"," ","20152016"
"7033","Angelo OgbonnaA. Ogbonna","£9.00m  ","20152016"
"7034","Winston ReidW. Reid","£8.10m  ","20152016"
"7035","James TomkinsJ. Tomkins","£5.40m  ","20152016"
"7036","James CollinsJ. Collins","£1.80m  ","20152016"
"7037","Doneil HenryD. Henry","£450k  ","20152016"
"7038","Leo ChambersL. Chambers","£225k  ","20152016"
"7039","Josh PaskJosh Pask"," ","20152016"
"7040","Reece BurkeR. Burke"," ","20152016"
"7041","Reece OxfordR. Oxford"," ","20152016"
"7042","Aaron CresswellA. Cresswell","£6.30m  ","20152016"
"7043","Stephen HendrieS. Hendrie","£450k  ","20152016"
"7044","Nathan MavilaN. Mavila"," ","20152016"
"7045","Lewis PageL. Page"," ","20152016"
"7046","Carl JenkinsonC. Jenkinson","£6.30m  ","20152016"
"7047","Sam ByramSam Byram","£2.70m  ","20152016"
"7048","Joey O'BrienJ. O'Brien","£1.35m  ","20152016"
"7049","Sam WestleyS. Westley"," ","20152016"
"7050","Kyle KnoyleK. Knoyle"," ","20152016"
"7051","Alex PikeAlex Pike"," ","20152016"
"7052","Alex SongAlex Song","£13.50m  ","20152016"
"7053","Cheikhou KouyatéC. Kouyaté","£8.10m  ","20152016"
"7054","Amos NashaA. Nasha"," ","20152016"
"7055","George DobsonG. Dobson"," ","20152016"
"7056","Pedro ObiangP. Obiang","£9.00m  ","20152016"
"7057","Mark NobleM. Noble","£6.30m  ","20152016"
"7058","Diego PoyetD. Poyet","£450k  ","20152016"
"7059","Josh CullenJ. Cullen"," ","20152016"
"7060","Morgan AmalfitanoM. Amalfitano","£4.28m  ","20152016"
"7061","Dimitri PayetD. Payet","£11.70m  ","20152016"
"7062","Manuel LanziniM. Lanzini","£5.40m  ","20152016"
"7063","Kevin NolanK. Nolan","£3.60m  ","20152016"
"7064","Martin SamuelsenM. Samuelsen"," ","20152016"
"7065","Marcus BrowneM. Browne"," ","20152016"
"7066","Matt JarvisM. Jarvis","£2.70m  ","20152016"
"7067","Victor MosesV. Moses","£6.75m  ","20152016"
"7068","Michail AntonioM. Antonio","£2.25m  ","20152016"
"7069","Djair Parfitt-WilliamsD. Parfitt-Williams"," ","20152016"
"7070","Mauro ZárateM. Zárate","£3.15m  ","20152016"
"7071","Andy CarrollA. Carroll","£9.00m  ","20152016"
"7072","Enner ValenciaE. Valencia","£9.00m  ","20152016"
"7073","Emmanuel EmenikeE. Emenike","£9.00m  ","20152016"
"7074","Diafra SakhoD. Sakho","£7.20m  ","20152016"
"7075","Nikica JelavicN. Jelavic","£5.85m  ","20152016"
"7076","Modibo MaïgaM. Maïga","£1.80m  ","20152016"
"7077","Jordan BrownJ. Brown"," ","20152016"
"7078","Elliot LeeE. Lee"," ","20152016"
"7079","Lukasz FabianskiL. Fabianski","£3.60m  ","20152016"
"7080","Kristoffer NordfeldtK. Nordfeldt","£2.25m  ","20152016"
"7081","Gerhard TremmelG. Tremmel","£900k  ","20152016"
"7082","Josh VickersJ. Vickers"," ","20152016"
"7083","Federico FernándezF. Fernández","£8.10m  ","20152016"
"7084","Ashley WilliamsA. Williams","£5.85m  ","20152016"
"7085","Jordi AmatJ. Amat","£1.80m  ","20152016"
"7086","Kyle BartleyK. Bartley","£900k  ","20152016"
"7087","Joe RodonJoe Rodon"," ","20152016"
"7088","Franck TabanouF. Tabanou","£5.40m  ","20152016"
"7089","Neil TaylorN. Taylor","£3.15m  ","20152016"
"7090","Stephen KingsleyS. Kingsley","£450k  ","20152016"
